,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
169,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei7 - GTX1080,15.67829,17.02785,22.26733
170,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei5 - GTX1650,16.63473,17.83031,49.70566
171,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",1th Xeon Gold - RTX4070,15.27617,16.8316,33.68134
172,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei7 - RTX3050,10.05169,12.22861,44.11167
173,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei5 - GTX1080,15.28253,17.57493,51.90592
174,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei5 - RTX4070,15.58173,17.7798,41.64588
175,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei7 - RTX3060 Ti,9.53264,11.84867,88.65484
176,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei5 - RTX3050,9.34342,9.95993,49.52738
177,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",1th Xeon Gold - GTX1080,15.78149,18.06885,26.83958
178,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",9th corei7 - RTX2080 Ti,15.14992,17.40567,112.28848
179,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture']",13th corei7 - RTX4070,15.38562,18.12642,11.94795
180,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei5 - RTX3060 Ti,4.84175,5.41791,16.63342
181,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei7 - GTX1080,3.7331,4.38474,17.02847
182,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei5 - GTX1650,5.05266,5.55812,33.26826
183,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",1th Xeon Gold - RTX4070,4.60756,5.21139,23.71232
184,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei7 - RTX3050,3.73922,4.52311,14.08892
185,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei5 - GTX1080,3.80156,4.68473,14.32304
186,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei5 - RTX4070,4.58618,5.37242,26.92178
187,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei7 - RTX3060 Ti,4.5627,5.25123,9.49777
188,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei5 - RTX3050,4.1276,4.70328,14.19023
189,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",1th Xeon Gold - GTX1080,4.99941,5.57956,15.05298
190,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
191,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_core']",13th corei7 - RTX4070,4.75717,5.2956,17.03197
192,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.76355,3.4159,207.55052
193,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,15.49722,19.82855,20.78082
194,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.88007,3.43304,66.09644
195,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,20.28233,23.80738,23.63192
196,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,19.7719,23.78208,13.69187
197,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,21.43975,25.6286,16.16031
198,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,21.13309,25.55403,64.45166
199,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,19.49261,23.95228,79.17905
200,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,20.17375,24.78823,7.2869
201,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,22.33881,26.7001,15.66658
202,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,20.61147,25.17164,45.52041
203,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,17.9399,23.01847,26.23255
204,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,10.78786,10.68163,104.68427
205,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei7 - GTX1080,17.18898,19.40894,12.85416
206,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei5 - GTX1650,18.47708,20.44617,43.39502
207,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",1th Xeon Gold - RTX4070,18.00179,19.8803,39.4065
208,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX3050,16.19757,18.87103,29.07627
209,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei5 - GTX1080,15.58831,17.91574,21.26015
210,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX4070,17.36198,20.23826,37.8855
211,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,12.05691,15.27294,76.37138
212,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei5 - RTX3050,16.01974,18.8021,23.89102
213,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",1th Xeon Gold - GTX1080,18.21625,21.37697,19.19718
214,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,17.67834,20.83192,29.51925
215,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_thread', 'VRAM(GB)']",13th corei7 - RTX4070,17.61891,20.73677,7.85558
216,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3060 Ti,9.212,8.89062,103.49955
217,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - GTX1080,15.11544,16.68863,21.66364
218,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1650,16.60437,17.82677,48.64839
219,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - RTX4070,16.04006,17.23826,27.25435
220,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3050,10.02347,12.19372,44.07384
221,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - GTX1080,15.60512,17.85986,26.55957
222,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX4070,16.01916,18.08783,39.52885
223,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX3060 Ti,9.55628,11.91476,88.49104
224,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei5 - RTX3050,9.51984,10.20052,49.58892
225,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",1th Xeon Gold - GTX1080,15.18734,17.6017,23.9764
226,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",9th corei7 - RTX2080 Ti,15.14992,17.40567,112.28848
227,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture']",13th corei7 - RTX4070,14.99633,17.77124,11.0049
228,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3060 Ti,4.93691,5.51684,17.43329
229,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - GTX1080,3.74108,4.39369,16.98743
230,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1650,4.98143,5.55626,33.25832
231,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - RTX4070,4.59804,5.20045,24.06695
232,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3050,3.7307,4.53053,14.06487
233,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - GTX1080,3.8213,4.72163,14.33816
234,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX4070,4.64633,5.41823,26.29943
235,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX3060 Ti,4.65643,5.36183,9.57513
236,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei5 - RTX3050,4.16327,4.79845,14.17382
237,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",1th Xeon Gold - GTX1080,5.02938,5.61852,15.50326
238,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
239,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_core']",13th corei7 - RTX4070,4.65475,5.10216,16.72501
240,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.76355,3.4159,207.55052
241,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,15.49722,19.82855,20.78082
242,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.88007,3.43304,66.09644
243,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,20.28233,23.80738,23.63192
244,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,19.7719,23.78208,13.69187
245,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,21.43975,25.6286,16.16031
246,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,21.13309,25.55403,64.45166
247,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,19.49261,23.95228,79.17905
248,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,20.17375,24.78823,7.2869
249,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,22.33881,26.7001,15.66658
250,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,20.61147,25.17164,45.52041
251,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,17.9399,23.01847,26.23255
252,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,10.75496,10.66438,104.62182
253,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - GTX1080,17.09502,19.34805,12.83693
254,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1650,18.65358,20.6338,43.28628
255,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,17.72981,19.67773,39.98104
256,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3050,15.94709,18.60816,29.19799
257,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - GTX1080,15.73356,17.92746,21.24754
258,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX4070,17.40559,20.21635,37.37362
259,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,12.12547,15.29988,76.32014
260,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei5 - RTX3050,16.05095,19.00125,23.838
261,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,17.80261,21.09127,18.96958
262,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,17.67834,20.83192,29.51925
263,lgb,l2(rmse),4,"['Total Frames', 'Params', 'cpu_cache(MB)', 'VRAM(GB)']",13th corei7 - RTX4070,17.51449,20.48648,8.48002
264,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3060 Ti,8.49048,9.05589,14.29688
265,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei7 - GTX1080,8.40495,8.70599,17.17002
266,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1650,9.18162,9.77729,35.38963
267,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - RTX4070,5.54578,6.29709,27.89642
268,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3050,9.06012,9.56951,3.57794
269,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1080,7.45875,8.00577,14.83788
270,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX4070,8.32965,8.80065,19.79337
271,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3060 Ti,8.32082,8.55259,10.77235
272,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3050,9.15665,9.64015,3.36045
273,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - GTX1080,7.98884,8.33072,15.56787
274,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",9th corei7 - RTX2080 Ti,9.13132,9.37828,26.24757
275,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX4070,7.98935,8.48493,25.40377
276,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,8.42764,8.9243,13.81647
277,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,8.36637,8.71662,17.12986
278,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,9.2034,9.83279,55.11527
279,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,5.54666,6.29616,27.86839
280,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,9.1562,9.79362,3.83943
281,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,7.54711,8.18457,14.80413
282,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,8.36217,8.98475,19.65224
283,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,8.2723,8.49794,10.82932
284,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,9.65556,10.28734,4.43676
285,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,7.98682,8.38264,15.57471
286,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,9.11588,9.37956,123.49903
287,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,7.97262,8.6065,25.57417
288,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,16.06739,16.24415,70.64151
289,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,19.99971,20.94029,17.32951
290,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,21.12523,21.95443,48.87188
291,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,17.00832,18.43809,27.88171
292,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,17.04192,18.17766,29.33091
293,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,19.07386,20.99126,15.01074
294,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,19.82233,21.56821,19.62144
295,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,16.75376,19.62213,60.83576
296,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,17.11142,18.62509,32.14441
297,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,19.77075,21.97761,15.72677
298,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,20.75753,22.60988,40.97128
299,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,19.49752,21.7782,25.7436
300,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,8.43276,9.03054,14.00442
301,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,8.41446,8.80723,17.12928
302,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,9.22253,9.80398,37.99341
303,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,5.53218,6.25838,27.92376
304,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,9.04425,9.57042,3.54681
305,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,7.51048,7.98345,14.91389
306,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,8.29192,8.68315,19.76215
307,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,8.26802,8.50879,10.77614
308,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,9.06972,9.43641,3.16462
309,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,8.01478,8.32749,15.60154
310,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,9.13031,9.33326,24.48047
311,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,7.9809,8.57709,25.89324
312,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,9.19275,9.72184,13.85128
313,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,8.76405,8.98165,17.99232
314,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,9.95177,10.43176,36.40635
315,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,6.29203,6.95538,27.88217
316,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,9.73656,10.17038,3.19244
317,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,8.89917,9.39763,13.76564
318,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,9.01938,9.43997,19.77739
319,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,9.06125,9.27465,10.69273
320,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,9.44456,9.74403,6.40033
321,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,9.02076,9.37665,13.70377
322,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,9.84533,10.12371,24.51777
323,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,8.64685,9.2437,25.77283
324,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.4988,9.13083,14.45901
325,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,8.38649,8.74647,17.1221
326,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,9.19107,9.80753,64.76457
327,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,5.54828,6.31486,27.86535
328,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,9.11651,9.76986,3.54057
329,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,7.5531,8.25661,14.8535
330,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,8.37059,9.00572,19.79365
331,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,8.24371,8.48703,10.69455
332,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,9.19091,9.64269,3.19732
333,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,8.02763,8.39639,15.56381
334,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,9.39134,9.58222,24.44593
335,lgb,l2(rmse),4,"['Total Frames', 'Params', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,7.90419,8.71751,25.93533
336,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread']",13th corei5 - RTX3060 Ti,47.89388,50.57977,99.30223
337,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread']",13th corei7 - GTX1080,52.55371,56.64837,21.48857
338,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread']",13th corei5 - GTX1650,47.64524,49.26439,48.41765
339,lgb,l2(rmse),5,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread']",1th Xeon Gold - RTX4070,46.59487,48.69296,109.99832
